DATE,DEUPRMNVG01IXOBSAM
1977-07-01,41.7276073619632
1977-08-01,44.419711062735
1977-09-01,44.7303384128241
1977-10-01,44.2643973876905
1977-11-01,44.3679398377202
1977-12-01,44.8856520878686
1978-01-01,46.07639026321
1978-02-01,43.4878290124678
1978-03-01,41.8311498119929
1978-04-01,43.0218879873342
1978-05-01,43.0218879873342
1978-06-01,43.1772016623788
1978-07-01,44.419711062735
1978-08-01,44.8338808628538
1978-09-01,46.387017613299
1978-10-01,44.1608549376608
1978-11-01,44.4714822877498
1978-12-01,46.4905600633287
1979-01-01,45.2480506629725
1979-02-01,43.9537700376014
1979-03-01,44.9374233128834
1979-04-01,45.9728478131803
1979-05-01,45.6622204630912
1979-06-01,47.1635859885217
1979-07-01,47.2671284385514
1979-08-01,45.9210765881654
1979-09-01,46.387017613299
1979-10-01,45.9210765881654
1979-11-01,47.7848406886998
1979-12-01,48.8202651889966
1980-01-01,48.3543241638631
1980-02-01,47.8883831387295
1980-03-01,47.8366119137146
1980-04-01,47.8883831387295
1980-05-01,47.3188996635662
1980-06-01,47.4224421135959
1980-07-01,48.9238076390263
1980-08-01,48.5614090639224
1980-09-01,46.4387888383139
1980-10-01,46.9047298634475
1980-11-01,47.4742133386107
1980-12-01,46.07639026321
1981-01-01,46.1799327132397
1981-02-01,47.4224421135959
1981-03-01,47.2671284385514
1981-04-01,47.2671284385514
1981-05-01,47.8366119137146
1981-06-01,47.2153572135365
1981-07-01,47.4742133386107
1981-08-01,47.5259845636256
1981-09-01,47.2671284385514
1981-10-01,48.043696813774
1981-11-01,47.9401543637443
1981-12-01,47.8366119137146
1982-01-01,47.2671284385514
1982-02-01,47.8883831387295
1982-03-01,48.0954680387888
1982-04-01,48.1472392638037
1982-05-01,48.8202651889966
1982-06-01,47.1118147635068
1982-07-01,45.5069067880467
1982-08-01,46.6976449633881
1982-09-01,45.9210765881654
1982-10-01,45.5586780130615
1982-11-01,44.5750247377795
1982-12-01,44.9891945378983
1983-01-01,45.6104492380764
1983-02-01,44.8856520878686
1983-03-01,45.5586780130615
1983-04-01,46.4905600633287
1983-05-01,46.2317039382545
1983-06-01,47.3188996635662
1983-07-01,44.9374233128834
1983-08-01,45.1962794379576
1983-09-01,46.8529586384326
1983-10-01,46.1799327132397
1983-11-01,46.8011874134178
1983-12-01,48.5096378389076
1984-01-01,47.4742133386107
1984-02-01,47.733069463685
1984-03-01,47.0082723134771
1984-04-01,46.5941025133584
1984-05-01,46.4387888383139
1984-06-01,37.9483079358797
1984-07-01,48.3543241638631
1984-08-01,48.716722738967
1984-09-01,49.3897486641599
1984-10-01,49.4415198891747
1984-11-01,50.1663170393826
1984-12-01,50.684029289531
1985-01-01,50.4251731644568
1985-02-01,50.7875717395607
1985-03-01,50.99465663962
1985-04-01,50.3216307144271
1985-05-01,51.4605976647536
1985-06-01,51.8747674648724
1985-07-01,53.634989115377
1985-08-01,51.0981990896497
1985-09-01,52.4442509400356
1985-10-01,53.324361765288
1985-11-01,55.1881258658223
1985-12-01,52.2371660399762
1986-01-01,53.4279042153176
1986-02-01,53.8420740154364
1986-03-01,54.30801504057
1986-04-01,54.7221848406887
1986-05-01,54.1527013655254
1986-06-01,54.2562438155551
1986-07-01,55.1363546408074
1986-08-01,53.9973876904809
1986-09-01,53.3761329903028
1986-10-01,53.9973876904809
1986-11-01,55.0328121907778
1986-12-01,53.9973876904809
1987-01-01,51.9265386898872
1987-02-01,53.9456164654661
1987-03-01,54.1527013655254
1987-04-01,54.7221848406887
1987-05-01,55.0845834157926
1987-06-01,54.0491589154958
1987-07-01,52.651335840095
1987-08-01,54.5668711656442
1987-09-01,54.1527013655254
1987-10-01,55.0845834157926
1987-11-01,55.5505244409262
1987-12-01,55.3952107658817
1988-01-01,53.8938452404512
1988-02-01,54.7739560657035
1988-03-01,54.8257272907184
1988-04-01,55.3434395408668
1988-05-01,55.3952107658817
1988-06-01,56.6894913912527
1988-07-01,53.7385315654067
1988-08-01,57.6731446665347
1988-09-01,56.7412626162676
1988-10-01,57.1554324163863
1988-11-01,57.3625173164457
1988-12-01,58.7085691668316
1989-01-01,58.4497130417574
1989-02-01,58.3979418167425
1989-03-01,59.1227389669503
1989-04-01,61.3489016425886
1989-05-01,57.258974866416
1989-06-01,60.3134771422917
1989-07-01,61.2453591925589
1989-08-01,60.1581634672472
1989-09-01,60.9347318424698
1989-10-01,60.9347318424698
1989-11-01,61.6595289926776
1989-12-01,62.3325549178706
1990-01-01,63.1608945181081
1990-02-01,62.9020383930338
1990-03-01,63.1608945181081
1990-04-01,61.6595289926776
1990-05-01,63.523293093212
1990-06-01,63.523293093212
1990-07-01,64.506946368494
1990-08-01,63.6786067682565
1990-09-01,64.506946368494
1990-10-01,64.4034039184643
1990-11-01,64.1445477933901
1990-12-01,64.6622600435385
1991-01-01,67.5
1991-02-01,66.2
1991-03-01,65.9
1991-04-01,65.1
1991-05-01,64.1
1991-06-01,67.7
1991-07-01,64.6
1991-08-01,64.9
1991-09-01,63.2
1991-10-01,64.6
1991-11-01,65.6
1991-12-01,65.4
1992-01-01,66.7
1992-02-01,67.8
1992-03-01,65.4
1992-04-01,65.7
1992-05-01,65.1
1992-06-01,63.8
1992-07-01,61.4
1992-08-01,62.2
1992-09-01,61.9
1992-10-01,61.9
1992-11-01,60.5
1992-12-01,58.4
1993-01-01,57.4
1993-02-01,55.8
1993-03-01,56.4
1993-04-01,55.7
1993-05-01,56.6
1993-06-01,54.7
1993-07-01,52.7
1993-08-01,56.9
1993-09-01,55.7
1993-10-01,55.7
1993-11-01,54.4
1993-12-01,56.1
1994-01-01,53.9
1994-02-01,57.2
1994-03-01,56.0
1994-04-01,57.5
1994-05-01,56.9
1994-06-01,57.1
1994-07-01,57.3
1994-08-01,56.0
1994-09-01,57.9
1994-10-01,59.2
1994-11-01,58.4
1994-12-01,58.4
1995-01-01,57.1
1995-02-01,58.2
1995-03-01,57.8
1995-04-01,58.1
1995-05-01,58.9
1995-06-01,58.4
1995-07-01,58.1
1995-08-01,57.6
1995-09-01,59.4
1995-10-01,56.8
1995-11-01,58.1
1995-12-01,60.3
1996-01-01,58.6
1996-02-01,58.1
1996-03-01,58.3
1996-04-01,58.0
1996-05-01,57.9
1996-06-01,58.9
1996-07-01,57.6
1996-08-01,58.7
1996-09-01,59.5
1996-10-01,58.2
1996-11-01,60.2
1996-12-01,59.7
1997-01-01,59.0
1997-02-01,59.4
1997-03-01,60.4
1997-04-01,59.4
1997-05-01,58.9
1997-06-01,62.0
1997-07-01,63.1
1997-08-01,59.9
1997-09-01,60.8
1997-10-01,61.8
1997-11-01,62.6
1997-12-01,63.2
1998-01-01,63.6
1998-02-01,64.6
1998-03-01,66.0
1998-04-01,65.2
1998-05-01,65.9
1998-06-01,65.0
1998-07-01,67.7
1998-08-01,65.8
1998-09-01,64.8
1998-10-01,66.7
1998-11-01,65.5
1998-12-01,66.7
1999-01-01,65.0
1999-02-01,64.8
1999-03-01,64.8
1999-04-01,66.3
1999-05-01,66.4
1999-06-01,66.0
1999-07-01,66.2
1999-08-01,67.7
1999-09-01,66.6
1999-10-01,68.3
1999-11-01,67.6
1999-12-01,67.3
2000-01-01,68.5
2000-02-01,69.7
2000-03-01,70.3
2000-04-01,71.8
2000-05-01,73.2
2000-06-01,71.6
2000-07-01,73.5
2000-08-01,74.0
2000-09-01,74.6
2000-10-01,74.1
2000-11-01,74.5
2000-12-01,75.4
2001-01-01,76.2
2001-02-01,76.9
2001-03-01,75.8
2001-04-01,74.5
2001-05-01,75.0
2001-06-01,75.2
2001-07-01,72.7
2001-08-01,75.3
2001-09-01,74.9
2001-10-01,72.2
2001-11-01,71.5
2001-12-01,72.2
2002-01-01,72.9
2002-02-01,72.2
2002-03-01,72.8
2002-04-01,73.3
2002-05-01,71.7
2002-06-01,75.4
2002-07-01,72.6
2002-08-01,75.4
2002-09-01,73.9
2002-10-01,72.6
2002-11-01,75.3
2002-12-01,73.4
2003-01-01,74.9
2003-02-01,75.6
2003-03-01,74.5
2003-04-01,73.4
2003-05-01,73.2
2003-06-01,71.5
2003-07-01,74.5
2003-08-01,72.5
2003-09-01,72.4
2003-10-01,74.3
2003-11-01,77.1
2003-12-01,76.6
2004-01-01,75.0
2004-02-01,75.1
2004-03-01,75.5
2004-04-01,76.4
2004-05-01,78.6
2004-06-01,76.8
2004-07-01,78.4
2004-08-01,78.3
2004-09-01,77.5
2004-10-01,79.5
2004-11-01,76.3
2004-12-01,75.9
2005-01-01,78.3
2005-02-01,77.2
2005-03-01,79.7
2005-04-01,79.9
2005-05-01,78.2
2005-06-01,81.3
2005-07-01,82.5
2005-08-01,78.5
2005-09-01,83.1
2005-10-01,83.6
2005-11-01,82.7
2005-12-01,82.7
2006-01-01,82.6
2006-02-01,83.8
2006-03-01,82.9
2006-04-01,83.9
2006-05-01,85.5
2006-06-01,85.0
2006-07-01,87.5
2006-08-01,86.6
2006-09-01,87.6
2006-10-01,86.9
2006-11-01,89.7
2006-12-01,88.8
2007-01-01,90.5
2007-02-01,90.8
2007-03-01,91.1
2007-04-01,89.9
2007-05-01,92.4
2007-06-01,93.1
2007-07-01,94.3
2007-08-01,93.3
2007-09-01,94.6
2007-10-01,95.8
2007-11-01,95.8
2007-12-01,95.6
2008-01-01,99.1
2008-02-01,98.0
2008-03-01,96.4
2008-04-01,98.0
2008-05-01,95.2
2008-06-01,97.1
2008-07-01,94.7
2008-08-01,96.8
2008-09-01,95.1
2008-10-01,91.8
2008-11-01,89.2
2008-12-01,86.3
2009-01-01,75.9
2009-02-01,71.6
2009-03-01,74.4
2009-04-01,69.7
2009-05-01,75.1
2009-06-01,75.5
2009-07-01,73.1
2009-08-01,73.6
2009-09-01,78.9
2009-10-01,75.1
2009-11-01,75.8
2009-12-01,76.1
2010-01-01,76.4
2010-02-01,76.0
2010-03-01,79.7
2010-04-01,80.6
2010-05-01,84.3
2010-06-01,84.1
2010-07-01,82.3
2010-08-01,84.1
2010-09-01,87.0
2010-10-01,90.0
2010-11-01,89.1
2010-12-01,93.8
2011-01-01,90.6
2011-02-01,92.0
2011-03-01,93.0
2011-04-01,93.2
2011-05-01,95.9
2011-06-01,93.4
2011-07-01,97.5
2011-08-01,97.6
2011-09-01,95.2
2011-10-01,97.2
2011-11-01,96.4
2011-12-01,95.2
2012-01-01,96.2
2012-02-01,96.2
2012-03-01,97.9
2012-04-01,95.0
2012-05-01,97.6
2012-06-01,95.5
2012-07-01,97.9
2012-08-01,97.6
2012-09-01,96.1
2012-10-01,93.3
2012-11-01,93.8
2012-12-01,94.9
2013-01-01,92.3
2013-02-01,94.6
2013-03-01,95.9
2013-04-01,97.2
2013-05-01,94.7
2013-06-01,97.8
2013-07-01,94.5
2013-08-01,99.5
2013-09-01,97.6
2013-10-01,95.3
2013-11-01,99.5
2013-12-01,99.1
2014-01-01,98.7
2014-02-01,98.4
2014-03-01,99.1
2014-04-01,97.9
2014-05-01,98.6
2014-06-01,97.9
2014-07-01,101.5
2014-08-01,94.4
2014-09-01,99.3
2014-10-01,98.6
2014-11-01,99.5
2014-12-01,101.1
2015-01-01,97.9
2015-02-01,99.3
2015-03-01,98.7
2015-04-01,100.1
2015-05-01,101.4
2015-06-01,98.9
2015-07-01,102.4
2015-08-01,98.3
2015-09-01,99.0
2015-10-01,102.1
2015-11-01,98.2
2015-12-01,99.5
2016-01-01,101.4
2016-02-01,100.6
2016-03-01,100.2
2016-04-01,101.0
2016-05-01,97.5
2016-06-01,101.5
2016-07-01,98.9
2016-08-01,101.1
2016-09-01,100.6
2016-10-01,102.7
2016-11-01,101.2
2016-12-01,98.2
2017-01-01,100.5
2017-02-01,101.7
2017-03-01,100.9
2017-04-01,102.3
2017-05-01,103.0
2017-06-01,102.9
2017-07-01,102.8
2017-08-01,106.6
2017-09-01,104.7
2017-10-01,103.0
2017-11-01,107.5
2017-12-01,106.6
2018-01-01,106.7
2018-02-01,103.1
2018-03-01,106.4
2018-04-01,105.8
2018-05-01,105.5
2018-06-01,106.1
2018-07-01,102.5
2018-08-01,103.8
2018-09-01,103.1
2018-10-01,105.3
2018-11-01,102.6
2018-12-01,104.9
2019-01-01,102.7
2019-02-01,103.9
2019-03-01,104.8
2019-04-01,102.7
2019-05-01,104.4
2019-06-01,104.1
2019-07-01,102.6
2019-08-01,103.3
2019-09-01,102.4
2019-10-01,100.1
2019-11-01,101.1
2019-12-01,98.9
2020-01-01,100.8
2020-02-01,101.3
2020-03-01,85.3
2020-04-01,55.7
2020-05-01,72.5
2020-06-01,87.7
2020-07-01,89.6
2020-08-01,86.3
2020-09-01,90.0
2020-10-01,95.8
2020-11-01,97.2
2020-12-01,95.6
2021-01-01,94.7
2021-02-01,93.3
2021-03-01,93.4
2021-04-01,93.9
2021-05-01,89.7
2021-06-01,87.8
2021-07-01,91.1
2021-08-01,84.0
2021-09-01,83.4
2021-10-01,90.5
2021-11-01,91.1
2021-12-01,93.1
2022-01-01,93.4
2022-02-01,91.6
2022-03-01,84.5
2022-04-01,87.6
2022-05-01,89.5
2022-06-01,91.5
2022-07-01,90.8
