DATE,MYAGM3DEM189S
1995-04-01,1864100000000.0000
1995-05-01,1866700000000.0000
1995-06-01,1881100000000.0000
1995-07-01,1876500000000
1995-08-01,1885600000000.0000
1995-09-01,1903200000000.0000
1995-10-01,1911400000000
1995-11-01,1921100000000.0000
1995-12-01,1937800000000.0000
1996-01-01,1944800000000
1996-02-01,1973700000000.0000
1996-03-01,1990000000000
1996-04-01,2002400000000.0000
1996-05-01,2012700000000.0000
1996-06-01,2022200000000.0000
1996-07-01,2031200000000.0000
1996-08-01,2045300000000.0000
1996-09-01,2054600000000.0000
1996-10-01,2068800000000.0000
1996-11-01,2078700000000.0000
1996-12-01,2088800000000.0000
1997-01-01,2114500000000
1997-02-01,2120600000000.0000
1997-03-01,2129100000000.0000
1997-04-01,2132500000000.0000
1997-05-01,2144300000000
1997-06-01,2151400000000.0000
1997-07-01,2157100000000.0000
1997-08-01,2167600000000.0000
1997-09-01,2167900000000.0000
1997-10-01,2174500000000.0000
1997-11-01,2173600000000.0000
1997-12-01,2182900000000.0000
1998-01-01,2188100000000
1998-02-01,2192000000000.000
1998-03-01,2213500000000.0000
1998-04-01,2218800000000.0000
1998-05-01,2224500000000.0000
1998-06-01,2244000000000.000
1998-07-01,2248300000000.0000
1998-08-01,2253300000000.0000
1998-09-01,2266300000000.0000
1998-10-01,2283200000000.0000
1998-11-01,2292800000000
1998-12-01,2317300000000.0000
